job_pref,last_yr_income,expected_earn,reasons_to_code,months_programming,bootcamp_attend,age,gender
work for a medium-sized company,10000,20,To change careers,24,0,42,Male
work for a medium-sized company,27500,59999,To change careers,0,0,40,Male
work for a nonprofit,5000,6000,As a hobby,2,0,31,Male
work for a multinational corporation,8000,1000,To change careers,0,0,28,Male
work for a multinational corporation,45000,30000,As a hobby,0,0,28,Female
work for a medium-sized company,20000,50000,To change careers,24,1,35,Prefer not to say
work for a medium-sized company,60000,70000,To change careers,36,0,29,Female
work for a medium-sized company,28000,50000,To change careers,2,0,38,Male
work for a medium-sized company,25000,100000,To change careers,0,0,37,Male
work for a nonprofit,25000,45000,To start a business or to freelance,1,0,22,Male
work for a multinational corporation,12100,70000,To change careers,2,0,33,Male
work for a multinational corporation,67500,80000,To change careers,2,0,30,Male
work for a multinational corporation,30000,75000,To create art or entertainment,5,1,28,Male
work for a medium-sized company,40000,65000,To change careers,12,0,40,Female
work for a startup,50000,50000,As a hobby,24,0,41,Male
work for a government,43000,60000,As a hobby,2,0,23,Male
work for a government,0,90000,To start a business or to freelance,0,0,19,Male
work for a medium-sized company,10000,30000,To change careers,12,0,24,Female
work for a startup,0,2000,To create art or entertainment,14,0,17,Male
work for a multinational corporation,80000,50000,To change careers,1,0,34,Male
work for a startup,0,0,To change careers,0,0,26,Male
work for a startup,40000,100000,To change careers,30,0,40,Male
work for a multinational corporation,5000,11000,To change careers,1,0,28,Male
work for a multinational corporation,7200,12000,To succeed in current career,12,0,20,Female
work for a nonprofit,7000,3000,As a hobby,20,0,27,Male
work for a government,25000,85000,To start a business or to freelance,0,0,58,Prefer not to say
work for a startup,25000,25000,To change careers,1,0,40,Male
work for a nonprofit,32000,4000,As a hobby,0,0,32,Male
work for a startup,28000,60000,To change careers,6,0,30,Male
work for a startup,6000,20000,To change careers,1,0,24,Male
work for a government,11160,16540,To change careers,0,0,32,Female
work for a startup,10000,50000,As a hobby,24,0,25,Male
work for a multinational corporation,3500,50000,As a hobby,1,0,27,Male
work for a government,35000,45000,To change careers,14,1,30,Female
work for a multinational corporation,500,70000,As a hobby,5,0,17,Male
work for a startup,1000,30000,To succeed in current career,60,0,20,Male
work for a startup,30000,45000,To succeed in current career,9,0,22,Male
work for a nonprofit,13000,40000,To change careers,1,0,26,Female
work for a medium-sized company,8400,30000,To change careers,1,0,25,Female
work for a startup,24000,35000,To change careers,10,0,27,Male
work for a startup,50000,55000,To change careers,0,0,27,Male
work for a multinational corporation,43000,49000,To change careers,1,0,40,Female
work for a multinational corporation,0,1000,To start a business or to freelance,7,0,18,Male
work for a multinational corporation,58000,75000,To change careers,0,0,44,Female
work for a startup,23000,50000,To change careers,2,0,33,Male
work for a startup,23000,65000,To create art or entertainment,18,0,22,Male
work for a nonprofit,40000,50000,To succeed in current career,0,0,57,Male
work for a government,20000,60000,To change careers,4,0,20,Male
work for a medium-sized company,15000,50000,As a hobby,12,0,29,Male
work for a multinational corporation,30000,60000,To succeed in current career,12,0,42,Female
work for a medium-sized company,45000,65000,To succeed in current career,2,0,33,Male
work for a startup,0,80000,To succeed in current career,12,0,22,Female
work for a medium-sized company,15000,65000,To change careers,2,0,29,Female
work for a medium-sized company,40000,60000,To change careers,0,0,52,Male
work for a medium-sized company,70000,70000,To succeed in current career,2,0,33,Male
work for a medium-sized company,28000,68000,To change careers,0,0,24,Male
work for a medium-sized company,113000,110000,To succeed in current career,12,0,42,Prefer not to say
work for a startup,200000,50000,As a hobby,4,0,47,Male
work for a medium-sized company,35000,60000,To change careers,24,0,36,Male
work for a medium-sized company,0,55000,As a hobby,6,1,22,Female
work for a medium-sized company,30000,30000,To change careers,12,1,32,Female
work for a multinational corporation,27870,80000,To change careers,2,0,29,Male
work for a multinational corporation,100,4400,To succeed in current career,24,0,20,Male
work for a medium-sized company,15000,24000,To change careers,1,0,43,Male
work for a government,32000,40000,As a hobby,6,0,47,Male
work for a medium-sized company,54000,90000,To succeed in current career,1,0,28,Female
work for a startup,17000,17000,To change careers,5,0,26,Male
work for a medium-sized company,43000,50000,To change careers,10,1,30,Male
work for a startup,0,700,To start a business or to freelance,12,0,18,Male
work for a multinational corporation,1400,30000,To succeed in current career,2,0,26,Male
work for a startup,60000,80000,To change careers,1,0,38,Male
work for a medium-sized company,20000,20000,To succeed in current career,24,0,47,Male
work for a medium-sized company,34000,50000,To change careers,2,0,29,Female
work for a multinational corporation,20000,20000,To change careers,12,0,34,Male
work for a medium-sized company,120000,75000,To succeed in current career,1,0,46,Male
work for a startup,20000,50000,To change careers,1,0,30,Female
work for a medium-sized company,7500,15000,To succeed in current career,24,0,28,Male
work for a multinational corporation,9000,50000,To change careers,0,0,35,Male
work for a medium-sized company,15000,30000,To change careers,0,0,48,Female
work for a multinational corporation,15000,50000,To change careers,6,0,35,Male
work for a startup,17000,24000,To start a business or to freelance,1,0,31,Male
work for a multinational corporation,0,200,To change careers,5,0,24,Female
work for a multinational corporation,4000,8150,To change careers,3,0,27,Male
work for a medium-sized company,3200,22000,To create art or entertainment,10,0,27,Female
work for a medium-sized company,20000,70000,To change careers,2,0,28,Female
work for a multinational corporation,32000,45000,To change careers,0,0,30,Male
work for a multinational corporation,12000,12000,To change careers,6,0,28,Male
work for a multinational corporation,5000,100000,To succeed in current career,0,0,23,Male
work for a multinational corporation,1000,500000,As a hobby,4,0,19,Male
work for a medium-sized company,107000,90000,To change careers,0,0,39,Female
work for a nonprofit,1000,3000,To succeed in current career,1,0,24,Male
work for a startup,0,70000,To start a business or to freelance,24,0,20,Male
work for a nonprofit,12500,15000,As a hobby,10,0,27,Male
work for a medium-sized company,10000,25000,To start a business or to freelance,2,0,29,Male
work for a medium-sized company,70000,75000,To change careers,1,0,30,Male
work for a medium-sized company,8000,20000,To succeed in current career,1,0,25,Female
work for a government,43000,60000,To change careers,1,0,26,Male
work for a nonprofit,35000,30000,To succeed in current career,18,1,45,Female
work for a multinational corporation,18000,65000,To change careers,10,0,33,Male
work for a startup,2000,60000,To succeed in current career,2,0,21,Male
work for a medium-sized company,35000,40000,To change careers,0,0,26,Female
work for a nonprofit,4800,12000,To change careers,5,0,34,Female
work for a medium-sized company,22000,60000,To change careers,0,0,27,Male
work for a medium-sized company,45000,55000,To change careers,1,0,30,Male
work for a multinational corporation,42000,40000,As a hobby,0,0,50,Female
work for a multinational corporation,45000,100000,To succeed in current career,0,0,35,Male
work for a startup,20000,30000,To change careers,12,0,30,Female
work for a multinational corporation,20000,50000,To change careers,0,0,19,Female
work for a startup,47000,50000,To change careers,1,0,29,Male
work for a startup,90000,90000,To change careers,1,0,33,Male
work for a startup,10000,30000,To change careers,2,0,62,Female
work for a startup,43000,75000,To change careers,0,0,37,Male
work for a nonprofit,65000,120000,To succeed in current career,1,0,27,Female
work for a multinational corporation,8000,80000,To change careers,1,0,37,Male
work for a startup,30000,55000,To start a business or to freelance,30,0,23,Male
work for a startup,25000,3000,To change careers,2,0,32,Male
work for a multinational corporation,40000,75000,To change careers,6,0,35,Female
work for a medium-sized company,31000,60000,To change careers,1,0,30,Female
work for a startup,24000,25000,To change careers,3,0,32,Male
work for a startup,15000,24000,To change careers,24,0,31,Female
work for a medium-sized company,20000,100000,To create art or entertainment,6,0,19,Male
work for a multinational corporation,9500,5000,To succeed in current career,1,0,29,Male
work for a government,42000,75000,To change careers,12,0,32,Male
work for a medium-sized company,40000,40000,To change careers,8,0,57,Male
work for a medium-sized company,26000,30000,To change careers,3,0,24,Male
work for a government,33000,70000,To change careers,1,0,32,Female
work for a nonprofit,42000,50000,To change careers,1,0,26,Male
work for a medium-sized company,40000,34000,To change careers,2,0,35,Male
work for a medium-sized company,14000,50000,To change careers,94,0,27,Male
work for a multinational corporation,27000,40000,To change careers,1,0,25,Male
work for a startup,40000,40000,To change careers,2,0,27,Male
work for a nonprofit,1333,36000,To change careers,8,0,24,Male
work for a medium-sized company,91000,95000,To change careers,0,0,31,Male
work for a multinational corporation,2000,100000,To change careers,0,0,35,Male
work for a medium-sized company,79000,85000,To create art or entertainment,36,0,42,Male
work for a medium-sized company,18000,40000,To change careers,12,0,25,Male
work for a startup,16666,120000,To change careers,0,0,34,Male
work for a medium-sized company,75000,30000,To succeed in current career,0,0,48,Female
work for a medium-sized company,15500,60000,To change careers,2,0,30,Female
