"","X1","track_id","track_name","track_artist","track_popularity","track_album_id","track_album_name","track_album_release_date","playlist_name","playlist_id","playlist_genre","playlist_subgenre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"77",25889,"0NBHHa8wwwmBnn3aAzX5wJ","Summer Rain","Carl Thomas",52,"5fjNNSyiwXoOQMCW4dLjJ2","Emotional","2000-04-18","Neo-Soul / Soulful R&B","4F3xAxHxeBwXhK6k6GPnrW","r&b","neo soul",0.667,0.627,6,-10.488,0,0.0654,0.0972,5.19e-05,0.111,0.784,186.081,232560
"78",4438,"2X1qZ7Hd7hSdlA6Nl5PwtU","Emotion","Hazey Eyes",48,"0gdHmGF8vBT4te9pF0nzFs","Emotion (Remixes)","2019-08-02","2019 in Indie Poptimism","16RNbqnNCCLlBJti7JU5nc","pop","indie poptimism",0.736,0.446,11,-9.437,1,0.0571,0.886,0.0137,0.075,0.231,106.046,204526
"79",27454,"5kAbhPC9z3sJEfQQxaoMfu","Otto Croy","OdjBox",41,"5GOnP5QYwMOwKee44Fqipl","Otto Croy EP","2016-08-12","Electro Swing","3Dr4NKbsFQ2m7tmPxGRroO","edm","electro house",0.624,0.918,9,-8.647,0,0.0989,0.00471,0.761,0.0709,0.625,110.984,229189
"80",17769,"6Um3KEou3fPzXaic6ITbY8","Helado","Daniel Sabaterr",40,"45Vj2YBxaeL7J2PHqlFHJ8","Helado","2019-07-28","Latin Pop Rising","37i9dQZF1DX8womvTyUjrN","latin","latin pop",0.454,0.351,0,-12.511,1,0.112,0.504,0,0.101,0.555,87.824,180042
"81",27596,"1bZCA8kaaYYIMpU3Mh7R7U","Made For You","John De Sohn",48,"5wT9GG94G7Q4oiwBTF4RPJ","Made For You","2019-03-22","New House   ‍","54XvQQsViMBwjO1ws2o2wx","edm","electro house",0.628,0.673,1,-5.943,1,0.0406,0.0193,0,0.0858,0.57,149.955,196480
"82",3908,"6AOHd0PzHGNo0tBh2olFx1","It's You - Broiler Remix","Syn Cole",2,"2aeE1AayjyioXNp7JelD0f","It's You (Broiler Remix)","2015-04-29","Chillout & Remixes 💜","4NlAd9NpIa92IjErMyAriM","pop","indie poptimism",0.622,0.753,10,-6.609,1,0.0375,0.186,1.16e-06,0.0873,0.457,127.984,196911
"83",19272,"6De0lHrwBfPfrhorm9q1Xl","Me Rehúso","Danny Ocean",77,"4RrvIEhnaHKpFxsjXc4D7d","Me Rehúso","2017-06-16","Reggaeton Rewind","37i9dQZF1DXco4ODkIraMD","latin","reggaeton",0.744,0.804,1,-6.327,1,0.0677,0.0231,0,0.0494,0.426,104.823,205715
"84",32324,"214tNSr4epshNjQ6W2PTLg","You're Gonna Love Again","NERVO",51,"1CZnMTWdD8cApDRm2wLCZp","Collateral","2015-07-24","Electrónica, Progressive House, Electro House y más 🎧","0o5gKmuET7F3lQnpFxvPO8","edm","progressive electro house",0.408,0.894,1,-5.209,0,0.0732,0.0111,0.0172,0.135,0.275,125.976,201307
"85",8970,"7nYvUtkQMx1v80S2FH2s9J","Regulate","Warren G",73,"2VMGv3inRLPM4GOMXf37qu","Regulate… G Funk Era","1994-06-07","GTA San Andreas Radio Los Santos","6m0BqpJfSP2m5xCOFjDRHw","rap","gangster rap",0.849,0.521,11,-12.999,0,0.216,0.306,1.65e-06,0.115,0.763,95.262,248867
"86",23423,"2b8QQqf8Vwb7bfz22ja8Fk","Over And Over","Nelly",59,"7xt2MWlSFHNP2NcHWE4W3b","Suit","2004-09-14","90s/00s Hip Hop & RnB","0Ar0Ng9DlAWZtSPBvOQgOa","r&b","hip pop",0.644,0.518,7,-10.02,1,0.0805,0.00646,1.33e-06,0.158,0.464,169.799,253933
"87",8196,"0IEvbpIyDb26zwhnFGzuLb","Somethin Serious","Big Mike",22,"3huqsj2zWgtPUyktVpiKTz","Somethin' Serious","1994","Southern Hip Hop","3R5c1OfJY7Rzl3p28pzGtL","rap","southern hip hop",0.877,0.694,6,-10.506,1,0.18,0.132,1.03e-05,0.0742,0.771,97.92,225600
"88",9073,"3LklW07tvdx2AHsgfi1Mng","I Wish","Skee-Lo",61,"34hLOvajp6WQOGlt6CNLSA","I Wish","1995-09-02","90s Hiphop / Gangsta Rap","5yGuoOwRQF3o8NVRRlvCj7","rap","gangster rap",0.669,0.809,7,-7.146,1,0.147,0.00137,0,0.38,0.572,97.885,249293
"89",15502,"3XHnaUAFX8PfNMW1hHC75N","Betray And Degrade","Seether",56,"2CbMgWfTfT4n80PjrDkbbt","Poison The Parish (Deluxe Edition)","2017-05-12","Hard Rock Workout","6kXNv8J3HCYztxjOIUzApv","rock","hard rock",0.58,0.737,10,-4.795,1,0.0335,9.85e-05,0.0367,0.0823,0.506,92,244347
"90",19146,"4s7DK08ZqqU5EnjvQ6Vlle","Hasta Abajo","Don Omar",57,"6mGDfbDErYIJsmSewvccWm","Meet The Orphans","2010-01-01","Reggaeton De Ayer","37i9dQZF1DWWU6Rfto8Ppm","latin","reggaeton",0.697,0.919,7,-3.867,1,0.0792,0.432,0.0206,0.0882,0.683,179.988,232227
"91",2037,"5IHtXUJu5Wqu3vwsjSzWBU","Minute","Parson James",38,"2ck80NkSYkOiDsoRSyA8nk","Minute","2019-06-21","a taste of the mainstream","4gbXqmZDUFHqlaYjf4uVyS","pop","post-teen pop",0.699,0.672,0,-7.428,1,0.0548,0.237,2.51e-05,0.25,0.257,120.001,174067
"92",6836,"4sjzqWBQ1gdsi7TGo7brjX","Phat Rabbit","Ludacris",13,"2kT80DHqRtHQzDhQ2RCoIV","Back For The First Time","2000-01-01","Southern Hip Hop","4lcyWQDOzPfcbZrcBI3FOW","rap","southern hip hop",0.816,0.818,9,-6.314,1,0.184,0.217,0,0.138,0.766,143.07,299827
"93",28624,"7G9gZnOXPqmOHRi05wszac","Money","Brodi",14,"1ozaqvD2Nrmn9sy3R1rzHx","Money","2019-05-03","Big Room House / Bigroom","2EnVd4ugXUybVQoQrarICY","edm","big room",0.736,0.983,7,-2.353,1,0.0517,0.00384,0.248,0.309,0.515,122.941,145366
"94",20607,"2MQ23MqDI0N9IVy8iaZddc","Catch Me (I'm Falling)","Pretty Poison",46,"1USlrebFeGbS6azPraD39T","Catch Me I'm Falling","1988-01-01","80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds)","1oReEujyWpQv2OX68BVPPA","latin","latin hip hop",0.757,0.727,9,-11.816,1,0.0388,0.00412,0.0628,0.098,0.886,118.609,295227
"95",22858,"3LueS3mbuB1yaJNN0Ale6U","Avant Gardener","Courtney Barnett",59,"5lUc4iyCvw8DxpZa4Fryej","The Double EP: A Sea of Split Peas","2014-04-15","Ultimate Indie Presents... Best Indie Tracks of the 2010s","37i9dQZF1DWTHM4kX49UKs","r&b","hip pop",0.443,0.737,0,-4.509,1,0.0293,0.00149,0.0032,0.121,0.746,115.277,312227
"96",31002,"3qaYuV5XZAwiOvGE91HhwS","Inside the Lines (feat. Casso)","Mike Perry",48,"72KsBUWczf3pwEuurFQOC7","Inside the Lines (feat. Casso)","2016-10-21","EDM/POP","6gHk5RFrnALbDNJdaXKivi","edm","pop edm",0.561,0.8,8,-4.576,1,0.0324,0.0709,0.000133,0.0934,0.399,96.989,204504
"97",16510,"7q1HTi8JRpHEr73M6m0Z9h","I Feel It Too","Maiwan",5,"0z8ZRKGJ2PVFuki4UhguLT","I Feel It Too","2018-12-14","Tropical Vibes","37i9dQZF1DX6RA5ZrA5a23","latin","tropical",0.695,0.739,11,-10.701,0,0.0344,0.00655,0.43,0.372,0.443,114.998,225469
"98",6695,"69NQ59CGoIRVTjdecpHfBQ","Alessandra Ambrosio","Miami Yacine",71,"32rGzYI8YjzRKn0UqXVy7z","Alessandra Ambrosio","2019-12-20","Modus Mio","37i9dQZF1DX36edUJpD76c","rap","hip hop",0.903,0.81,4,-4.533,0,0.282,0.41,0,0.0853,0.871,104.023,141690
"99",6894,"6wCbHb0QEEdka3ymfImn4l","Tha Block Is Hot","Lil Wayne",42,"75s3OxagI6DX8OKLKymPLN","Tha Block Is Hot","1999-01-01","Southern Hip Hop","4lcyWQDOzPfcbZrcBI3FOW","rap","southern hip hop",0.708,0.941,7,-5.132,1,0.119,0.196,0.00283,0.0402,0.934,174.041,252733
"100",20269,"3EfqlNLh9HHLh8YkmezU5h","Una Noche","Rauw Alejandro",72,"4BfohIGxdxbl1aybnyJSEV","Una Noche","2019-11-20","Urbano: Latino Vibes","0VsVywryrqLhHmsVFVcOAg","latin","latin hip hop",0.777,0.696,9,-5.123,0,0.0464,0.0929,0,0.117,0.34,93.019,247067
"101",28656,"7ArKCOAvU9b4gPBdeIj9iV","Interestelar","Groove Delight",62,"5bfmb2AihcUiCdgDzguom1","Interestelar","2019-09-27","Big Room House / Bigroom","2EnVd4ugXUybVQoQrarICY","edm","big room",0.717,0.784,1,-4.352,0,0.0527,0.00812,0.00554,0.116,0.304,125.038,183545
"102",27146,"7Lt8lhPwf9u1jepXKsbocG","Only Now","Pastiche",29,"0ETnJzsGgd8dGkHSsyCOCU","Only Now","2019-11-29","Techno House 2020 👽 Best Collection 👻 Top DJ’s Electronic Music - Deep House - Trance - Tech House - Dance - Electro Pop","3QEYvCsVXZj8KuzE0bDmcI","edm","electro house",0.685,0.809,2,-8.977,1,0.0405,0.000951,0.81,0.109,0.257,122.991,414219
"103",19849,"5YzA563GXTuwQaRq24z1k5","Como Antes (feat. Wisin)","Yandel",67,"3tAW0n99Uq2IlvzBsW3tQq","#Update","2017-09-08","latin hip hop","3nH8aytdqNeRbcRCg3dw9q","latin","latin hip hop",0.813,0.876,1,-4.278,0,0.172,0.182,0,0.394,0.746,94.987,210773
"104",15026,"35eDKPItEQOmf4MUwBtMMg","Flare of Defiance","Veio",41,"7C7pVe6npWCT6PdEyBA8i7","Flare of Defiance","2019-06-28","Hard Rock Workout","3YouF0u7waJnolytf9JCXf","rock","hard rock",0.45,0.975,5,-3.905,1,0.0982,0.000116,0.00114,0.082,0.262,103.983,263077
"105",25256,"3r9JScgtH2FiAQ9bwThV0U","Come Over","Estelle",0,"4nAIqmKELnBEXEkYg1pMic","Shine","2008-03-28","Neo Soul Music","78RRvktrPMSqAoCI21mNOe","r&b","neo soul",0.683,0.747,8,-3.465,0,0.113,0.0261,1.96e-05,0.261,0.722,81.998,221013
"106",29415,"3xIwnKhZxWxKcecqrfXBJj","The Drop","Bro Safari",0,"1pLo9QTyw1PgVaLbJNomPh","Ultra Trap","2013-05-31","Epic Bass Drops","49EXQVXh5k1t8SOhmUeyU7","edm","big room",0.689,0.879,0,-4.03,0,0.0978,0.104,0.0376,0.49,0.519,170.036,229853
"107",28898,"0XQS5LplyQu8ACZUC2ugOw","Bounce","L1ND",23,"7mHM3VmBMNtBht0YOa4Ir5","Bounce","2019-12-06","Bounce United","08QTrfsYYouffgnPjmllAQ","edm","big room",0.791,0.834,6,-7.113,0,0.0608,0.00965,0.475,0.0799,0.327,127.998,153760
"108",17807,"0fea68AdmYNygeTGI4RC18","LA CANCIÓN","J Balvin",91,"6ylFfzx32ICw4L1A7YWNLN","OASIS","2019-06-28","LATIN POP 2020 🔥 Pop latino actual","2kKzN3kRYDzBctlaWs7CP2","latin","latin pop",0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,242573
"109",32386,"7yklZhCvqV4mWhaWv89hEO","Teardrops - Rapless Video Edit","Crew Cardinal",39,"7Auv7o5h4h5oOgQUW7hkjK","Teardrops","2013-11-29","Gym (Melbourne Bounce/Progressive House)","5BqOZpVEqRDfZScvW1QUyA","edm","progressive electro house",0.774,0.79,6,-3.973,1,0.0707,0.0115,0.0166,0.158,0.188,127.933,181880
"110",20746,"5s5t0OFg9lIlBFaCI14K1i","She Will Be Loved","Maroon 5",22,"7gGcnUEEQgIMV2JRwVQbrF","Songs About Jane","2002-06-25","Today's Hits 2000-Present","6a66cg3HcsjYkisYyQcov6","latin","latin hip hop",0.524,0.711,0,-5.494,0,0.0405,0.0567,0,0.134,0.539,203.867,257133
"111",19785,"1mzARUs2kMMxcKh1ome5aX","Safety (feat. DJ Snake)","GASHI",63,"1uezDIjS9R7NxGNy2wGlUS","Safety (feat. DJ Snake)","2019-08-28","2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥","4JkkvMpVl4lSioqQjeAL0q","latin","latin hip hop",0.755,0.828,1,-4.443,1,0.0356,0.0271,0.0291,0.0799,0.729,109.011,177781
"112",16309,"7nDIflSHQXzaa8zupxwv3U","Yo No Sé Mañana","Luis Enrique",74,"63irJwZoWLRUc1lBKtuxmQ","Ciclos","2009-05-19","Paraiso Tropical","37i9dQZF1DWYey22ryYM8U","latin","tropical",0.653,0.827,4,-3.206,0,0.042,0.649,0,0.18,0.733,95.223,259853
"113",20926,"6DlsyQu6NCdRaJvCk16A98","Vivir Contigo (Remix)","Trending",24,"0Tm0GuBoosqEGmlvNgf4Ds","Vivir Contigo (Remix)","2017-08-18","LATIN FLOW MIX - Música Cristiana🎵","396llvvFOIB9jgPg0kqNDb","latin","latin hip hop",0.802,0.878,5,-2.247,0,0.0379,0.0168,0.000127,0.119,0.76,99.974,192000
"114",23564,"6EmwBRFDI25uukoQ9jCU6J","Hot In Herre","Jenny Owen Youngs",41,"1btCWMYWuQSFojQJoGHfHj","The Take Off All Your Clothes - EP","2007","Bluegrass Covers","37i9dQZF1DX56crgoe4TG3","r&b","hip pop",0.623,0.553,7,-7.441,1,0.0252,0.581,1.44e-06,0.0725,0.752,87.992,256120
"115",8282,"1TwMtZTceqLHR3aAiqVCOx","BBQ Sauce","Sean Price",21,"75miDNgZQgpD70EV6Bb8pm","Mic Tyson","2012-10-30","Contemporary Hip Hop","68y3WoFJMMKDHUIpqCnoM3","rap","southern hip hop",0.463,0.878,1,-5.194,1,0.409,0.00524,0,0.273,0.663,80.145,185151
"116",27872,"0k4A0wcdZLY0OSQ1ugfi3J","Paris","Kungs",59,"2UJpW4aO9nXGEh7arP5uW8","Paris","2019-11-29","💊ELECTRO-HOUSE-TECH💊","0AFYmoSuoMQiGGjzvBwr6u","edm","electro house",0.579,0.596,10,-10.767,1,0.256,0.00543,0.962,0.273,0.0537,124.005,201290
"117",7346,"7j0IXkpqntBOMvC3oe6JMV","Lotta Gang Shit (feat. Young Famous)","600 Breezy",13,"5OaMxWgTMEzLAWkk8F3wut","Sixobreezo","2015-07-15","◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance","0Hr2h94pKN8QAGVAgD6BsD","rap","southern hip hop",0.6,0.634,10,-7.079,1,0.388,0.228,0,0.303,0.256,131.635,204148
"118",24619,"3Zrih6niOYdmge9hIVGBg6","Murder Reigns","Ja Rule",51,"7HQJPTQwijtIlnOLwT0nTX","The Last Temptation","2002-01-01","Ultimate Throwbacks Collection","1dsaMvnC1hXPCNGC4aVtjj","r&b","new jack swing",0.519,0.606,2,-7.703,1,0.233,0.0165,0,0.115,0.391,88.91,242840
"119",31759,"7KQLl5FPTjF4gY6AMzOFjA","Supermash - Radio Edit","Rudeejay",17,"2AAgV1ifaQVzJN5SzXP4pV","Supermash","2015-06-16","Alex Workout","7fRlDx99wBg6i45OCvxwKY","edm","progressive electro house",0.701,0.986,7,-2.695,1,0.116,0.143,9.05e-06,0.308,0.322,130.105,186712
"120",9022,"7h0d2h0fUmzbs7zeFigJPn","HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX","Travis Scott",89,"1Sf8GsXG32t0jNrX11xqWx","JACKBOYS","2019-12-27","GTA San Andreas Radio Los Santos","6m0BqpJfSP2m5xCOFjDRHw","rap","gangster rap",0.559,0.491,2,-6.406,0,0.0346,0.0567,0,0.0992,0.114,153.131,244874
"121",27984,"0WeF2Avp91o78EiEfxHPrw","Flashlight - Original Mix","R3HAB",1,"5Ri3crvE6jfYgwJ2etKf3p","Flashlight","2014-03-24","Fitness Workout Electro | House | Dance | Progressive House","6KnQDwp0syvhfHOR4lWP7x","edm","electro house",0.705,0.949,10,-3.575,1,0.0454,0.0128,0.6,0.27,0.274,128.011,232500
"122",17559,"7jxHeJLVpnP7S08JFF4GBi","Ciega, Sordomuda","Shakira",68,"5hcKSTqKOLuzJgYIQileAe","Donde Estan Los Ladrones","1998-09-29","Latin Pop Classics","37i9dQZF1DX6ThddIjWuGT","latin","latin pop",0.746,0.876,1,-6.042,1,0.0345,0.0438,2.51e-06,0.112,0.928,119.97,267827
"123",12275,"2RlgNHKcydI9sayD2Df2xp","Mr. Blue Sky","Electric Light Orchestra",79,"3usnShwygMXVZB4IV5dwnU","Out of the Blue","1977","The Sound of Album Rock","3yj9YnQGTdnFuKbDyXGDi6","rock","album rock",0.388,0.338,10,-10.054,1,0.0328,0.652,3.72e-06,0.248,0.477,177.784,303373
"124",24918,"7jsTBebfjKpkMaS8Ny12Un","Punch Drunk","Sade",33,"4wyIhW3v0MeP9jIElOMiXR","Promise","1985-10-10","80s-90s R&B / New Jack Swing / Funk / Dance / Soul","3X4HmijjKdwwLonCrOOEAZ","r&b","new jack swing",0.516,0.343,0,-11.852,1,0.0394,0.168,0.696,0.0905,0.376,177.108,324986
"125",29988,"15zRvbhG0iYq5XS8rGcObO","Show Me Love","Sandeville",54,"6DjNgyY8MWkEPLH0ita60D","Show Me Love","2019-06-28","EDM 2020 House & Dance","25ButZrVb1Zj1MJioMs09D","edm","pop edm",0.504,0.74,10,-6.13,1,0.0806,0.0726,0,0.137,0.186,123.753,180000
"126",24722,"7okfrvG7Lsj4J6FiG38aKQ","All That I Am","Joe",17,"53uzzdUJcgZri8dRkHRB0V","All That I Am","1997-09-23","Back in the day - R&B, New Jack Swing, Swingbeat, RNB..etc.","3a9y4eeCJRmG9p4YKfqYIx","r&b","new jack swing",0.503,0.403,4,-11.497,1,0.0297,0.295,0,0.176,0.145,84.343,252120
"127",2350,"3zrYNl1aMdFrQkcOjKVr5u","I Cry","Flo Rida",57,"0wmVf2KCcKnQbAYclahHYb","Wild Ones","2012-06-22","post teen pop","6rjxP7GQKoqqgoakzxl3PY","pop","post-teen pop",0.693,0.822,4,-5.441,0,0.0439,0.00616,1.79e-06,0.315,0.763,126.035,223800
"128",4830,"1mSlftOO1dlDRXAyOE0Sbd","Treat You Better","Shawn Mendes",13,"1NwnEwT5qtDv0JDYgFywdC","Treat You Better","2016-06-03","random playlist that can't decide its genre so go ahead jam along with these catchy tunes","49qyKvg6UAQAvIMUIGMnP3","pop","indie poptimism",0.448,0.817,10,-4.069,0,0.386,0.128,0,0.105,0.709,83.015,187973
"129",29225,"4iNdednHl0pO9QqfkGooGO","Bigger in the Inside","Flylitegemini",29,"2EvRerHe1VjxcCNS0kpDvP","Bigger on the Inside","2019-05-01","SINULOG Festival 2020","0COM4nZqdXC3sMjVdcaU7V","edm","big room",0.189,0.723,9,-6.92,0,0.0347,0.000538,0.00371,0.147,0.667,180.493,251101
"130",6985,"4iVD0fTHGxV9JWloujsL3s","Double Up (feat. Belly and Dom Kennedy)","Nipsey Hussle",70,"6rcbbhcm8Os7EiVRHP9Aef","Victory Lap","2018-02-16","Southern California Hip Hop Primer","206vi9Q0p3juAU73flxPsz","rap","southern hip hop",0.604,0.436,2,-8.32,1,0.188,0.0544,0.000242,0.162,0.239,107.978,361280
"131",24172,"7BVMXNnQSswMX8IJeZUb5T","Rock Wit'cha","Bobby Brown",52,"44w4sVYJVQzhH2dN3IwyIK","Don't Be Cruel","1988-01-01","New Jack Swing/ R&B Hits: 1987 - 2002","4sji14lrB5bgcr51lPALYH","r&b","new jack swing",0.685,0.547,11,-12.417,0,0.0487,0.0306,1.05e-05,0.0694,0.909,77.509,289533
"132",4203,"1Avnd5xLg7HmaNofmYk7RQ","Withorwithout","Parcels",60,"6tNAnVG8xrmMbINuWutrNy","Parcels","2018-10-12","Indie/Jazz Poptimism","6OaTudLqBEuTyUMPxRNpZc","pop","indie poptimism",0.803,0.662,0,-8.073,1,0.0308,0.642,0.901,0.151,0.814,105.012,205049
"133",21992,"7CAHOnKTOgmevBK0ohndz4","Street Thing","Aaliyah",27,"2TnI2Xr5FS0pZuFJh9XT1I","Age Ain't Nothing But A Number","1994-05-24","urban contemporary","7en9i0JMyJlRFX4r4XrXXx","r&b","urban contemporary",0.375,0.504,6,-8.941,0,0.0424,0.0551,5.11e-05,0.225,0.19,127.705,298240
"134",30543,"66aARQw7C7lLT0YSqGs4mT","Can't Stop It","Justin Prime",29,"254U13JvjCjl5F9STz09oh","Can't Stop It","2019-03-22","EDM Trap","7CEEEMKV41x0RlFCXWdvKF","edm","pop edm",0.656,0.751,7,-3.864,0,0.0524,0.31,0,0.164,0.462,112.032,173036
"135",8783,"2vaVXGQMA2Gtvi67xLjv9h","N****, What's Up (feat. 50 Cent)","Lil Scrappy",10,"0KNPYjZ1Ru7I0eh2uDaG72","Bred 2 Die Born 2 Live","2006-12-05","Gangster Rap | 100 % Gangster","2e0d7otcM1oyecfi3zZPWk","rap","gangster rap",0.759,0.822,7,-7.098,1,0.257,0.000826,4.34e-05,0.301,0.168,89.991,196867
"136",20229,"20ZjizyMwqdL1QJNtbBiOk","Heartbeat","Genairo Nvilla",6,"0yNESwcRneAcMOvsVNqmd7","King of Drums 3","2014-08-07","Latin Village 2019","3JcJCsvBnRsA6oc7eUYDSB","latin","latin hip hop",0.585,0.997,11,-3.805,0,0.104,0.00192,0.897,0.035,0.182,128.011,335275
"137",27889,"4820bgsYIUEXXz0z3NfdiB","Drop That","Loge21",0,"5ifRPqJVqdhKzsATKmUh2X","Drop That","2016-05-03","💊ELECTRO-HOUSE-TECH💊","0AFYmoSuoMQiGGjzvBwr6u","edm","electro house",0.768,0.643,8,-6.029,1,0.31,0.00638,0.15,0.101,0.152,123.844,241935
"138",7702,"51sVgPeBHYwbeM1cWegVqR","Everybody","Logic",46,"6UsD9qDdNZlGs5wTCg8fyy","Everybody","2017-03-31","🔥💵 Hip Hop, Rap, Heavy 808's - New School","3jPkaExIWXQWklcmmF5180","rap","southern hip hop",0.885,0.936,1,-5.879,1,0.0894,0.148,0,0.0703,0.763,110.011,162373
"139",20811,"07s9NNOT0sZQp7TyolLLgu","Own It (feat. Ed Sheeran & Burna Boy)","Stormzy",76,"4H9xdaXSMCiT7xyBBxiT0Q","Own It (feat. Ed Sheeran & Burna Boy)","2019-11-22","VidaLoca - Latin / Raggaeton / Hip Hop ©","7EPbNmUW9nkRplDLSN9te4","latin","latin hip hop",0.817,0.781,7,-4.178,0,0.112,0.00838,5.21e-06,0.123,0.359,104,216707
"140",10900,"6UU22txTs2o0IaHnDYTk4H","Legaliza","MISAEL",45,"0sbpLwI4ifb3IojTzhP0iD","Legaliza","2019-10-11","Dose Trap","37i9dQZF1DWWlW7KLhEhCZ","rap","trap",0.835,0.446,1,-6.562,1,0.0713,0.22,0,0.076,0.261,128.1,274752
"141",12770,"6MfVSA5iKBPHzo6RGARjL0","Lost In Love","Air Supply",60,"3fB2z5YtmKvSCu77Z3nTnW","Lost in Love","1980-02-25","Soft Rock Drive","37i9dQZF1DX6TIU4D13lOY","rock","classic rock",0.583,0.316,7,-19.292,1,0.0315,0.425,5.67e-05,0.11,0.436,114.36,233867
"142",21930,"2QkLuXpj8hKSfajGNVvfVX","Feels (feat. Young Thug & J Hus)","Ed Sheeran",37,"35pH6Mjv5ZAZ8PAzo8I4da","Feels (feat. Young Thug & J Hus)","2019-07-11","Chixtape 5 - Tory Lanez","0UXwwVDipbBQeEX7h4YuKU","r&b","urban contemporary",0.665,0.68,2,-4.899,1,0.29,0.112,0,0.096,0.69,91.67,150787
"143",7434,"7aQT5OB4zEgyyxfRDbOBIt","Highway","Bleeker",56,"40MZW6y8j9zJLyyB946IKH","Erase You","2016-10-21","Badass Rock","44bkJI1QGkT2O0GYJSsbkp","rap","southern hip hop",0.457,0.941,6,-5.174,1,0.0339,0.000136,3.12e-06,0.0896,0.704,154.038,201680
"144",28583,"4BBwIFMheBRBA0KO3iAfhh","Turn It Up","Armin van Buuren",51,"2bfNCjncedwQjGIrlKl9Of","Turn It Up","2019-03-15","PAROOKAVILLE - Big Room","6vbHQdtfmexb0ptmBSpemm","edm","big room",0.583,0.952,5,-6.113,0,0.0568,0.00141,0.00204,0.324,0.119,138.003,172174
"145",17775,"0qvmdQLdlVeuxGf89tlQDR","El Besito - Unplugged","Pasabordo",45,"1afoOyUIaf66ponlxYRWJX","El Besito (Unplugged)","2020-01-03","Latin Pop Rising","37i9dQZF1DX8womvTyUjrN","latin","latin pop",0.782,0.714,0,-6.309,1,0.142,0.722,0,0.111,0.499,98.04,241933
"146",10190,"7lhISVP7d3AByvq3KBlvH4","Mów","Otsochodzi",56,"0NtevwrKAhzvm0X0zpyy1g","Mów","2019-05-10","Trap strefa","37i9dQZF1DWY3UKS6jvnxr","rap","trap",0.679,0.673,0,-7.484,0,0.346,0.235,0,0.246,0.538,143.675,220000
"147",27572,"5YN0zHycJ0Yxz31A5QsVov","These Are The Times (feat. JRM)","Martin Garrix",71,"2OkqLVAw949KZZ8lgMMIdj","These Are The Times (feat. JRM)","2019-07-18","New House   ‍","54XvQQsViMBwjO1ws2o2wx","edm","electro house",0.687,0.707,4,-6.19,1,0.0328,0.0536,9.29e-05,0.16,0.607,127.033,188656
"148",5038,"0Cqm4rlGZw9mUyzVAYHiVf","Chartreuse","Capital Cities",45,"3WrufJir7I61NkvkDwxero","In A Tidal Wave Of Mystery (Deluxe Edition)","2013","indie poptimism","1E5VdGGWkpDQ682gdvJAZH","pop","indie poptimism",0.682,0.699,9,-5.816,0,0.0357,0.0808,0.0227,0.0846,0.831,104.999,218807
"149",31426,"1qnouylcPAW3rtxGlVrGzi","What Does Tomorrow Bring (Extended Mix) [feat. Natalie Peris]","Richard Beynon",0,"45RCz4TFzdOOfhwFJzaoCn","What Does Tomorrow Bring","2012-10-16","Vocal House","5PCAWKfUWAUj8VeY8G7xRQ","edm","progressive electro house",0.682,0.971,11,-4.362,0,0.198,0.14,0.242,0.883,0.286,127.993,365625
"150",13616,"5wTM2Bm8phDwHAuOsfBwhU","2000 Miles - 2007 Remaster","Pretenders",70,"48NYXFdasUBuSeO3RAolt3","Learning To Crawl [Expanded and Remastered]","1984","The Sound of Permanent Wave","4EYSGTuqe9cVfSVpX4gtGv","rock","permanent wave",0.22,0.708,7,-9.051,1,0.035,0.00292,0.0267,0.102,0.453,66.214,220427
"151",8650,"5MYFw4T2gy52pOGBN4EYHS","Stay Fly - Explicit Album Version","Three 6 Mafia",60,"0kTLdP4XPeJGsbr2L8ikyF","Most Known Unknown (Explicit)","2005-09-27","Gangster Rap Workout","0ZRwrJ2EDGyKR6YgQPWXeO","rap","gangster rap",0.789,0.881,11,-5.758,1,0.0331,0.108,0,0.355,0.647,133.301,236600
"152",16486,"6PigN4VPqTNmmc3obsHnZ6","El Fuego","Piélago",42,"6yXfAPWCd2Vx9S09JPZviq","El Fuego","2017-05-15","Vibra Tropical","37i9dQZF1DX3fXJqxGjuEP","latin","tropical",0.63,0.609,9,-6.71,0,0.137,0.0607,1.75e-05,0.208,0.568,175.868,216747
"153",1942,"0i5el041vd6nxrGEU8QRxy","Cruise","Florida Georgia Line",70,"5MH765pytbQasmDxXArTah","Here's To The Good Times","2012-01-01","Dr. Q's Prescription Playlist💊","6jAPdgY9XmxC9cgkXAVmVv","pop","post-teen pop",0.457,0.948,10,-3.364,1,0.0354,0.0191,0,0.0536,0.878,148,208960
"154",11256,"0bVtevEgtDIeRjCJbK3Lmv","Welcome To The Jungle","Guns N' Roses",78,"3I9Z1nDCL4E0cP62flcbI5","Appetite For Destruction","1987-01-01","This Is Guns N' Roses","37i9dQZF1DX74DnfGTwugU","rock","album rock",0.446,0.954,8,-8.069,1,0.0764,0.0232,0.395,0.297,0.332,123.45,272027
